Source,Lat,Lon,Elev,Year,Month,d13Catm,Type,Species,Family,Biome,leaf_N_g_kg,leaf_C_g_kg,leaf_d15N,leaf_d13C,leaf_D13C,soil_d15N,soil_d13C,soil_C_g_kg,soil_N_g_kg,country,soil_type,soil_depth,sitename,sample_time,Notes
Sommer et al. 2012,-34.81,116.7,,2008,11,,C3,Gladiolus caryophyllaceus (Burm.) Poir.,Iridaceae,shrub,12,,-0.4,-28.5,29.34,0.8,-27,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.81,116.7,,2008,11,,C3,Taxandria lineariolia (D.C.)JR. Weehler,Myrtaceae,shrub,9,,2.2,-28.3,29.12,0.8,-27,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.85,117.57,,2008,11,,C3,Arthria proliferia R.Br.,Arthriaceae,temperate forest ,8,,0.9,-30.4,,1.2,-26.5,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.85,117.57,,2008,11,,C3,Eucalyptus spec. L'Her.,Myrtaceae,temperate forest ,11,,-4.2,-29.2,30.08,1.2,-26.5,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.85,117.57,,2008,11,,C3,Hibbertia pilosa Steud.,Dilleniaceae,temperate forest ,11,,-2.1,-32.7,33.81,1.2,-26.5,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-34.85,117.57,,2008,11,,C3,Lomandra purpurea (Endl.) Ewart,Asparagaceae,temperate forest ,9,,0.1,-29.6,30.5,1.2,-26.5,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-35.01,117.98,,2008,11,,C3,Clematis pubescens Endl.,Ranuculaceae,heath,17,,0.8,-30.4,,1.2,-27.2,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-35.01,117.98,,2008,11,,C3,Lepidosperma proliferus,Cyperaceae,heath,6,,0.3,-31.9,32.95,1.2,-27.2,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-35.01,117.98,,2008,11,,C3,Stellaria media L.,Caryophyllaceae,heath,16,,2.6,-32.1,33.16,1.2,-27.2,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-35.01,117.98,,2008,11,,C3,Clematis pubescens Endl.,Ranuculaceae,heath,18,,1.1,-31,31.99,1.2,-27.1,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-35.01,117.98,,2008,11,,C3,Lepidosperma proliferus,Cyperaceae,heath,6,,-0.5,-31.9,32.95,1.2,-27.1,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-35.01,117.98,,2008,11,,C3,Stylidium verticillatum F.Muell.,Stylidiaceae,heath,14,,-0.2,-31.6,,1.2,-27.1,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Sommer et al. 2012,-35.01,117.98,,2008,11,,C3,Rhagodia preissii subsp. obovata Moq.,Chenopodiaceae,heath,15,,1,-32.7,33.81,1.2,-27.1,,,Australia,organic,,,,"Leaf-bearing, green orchid species"
Tedersoo et al. (2012),0.63,10.38,500,2009,5,-8.29,C3,Tetraberlinia bifoliolata,Fabaceae,forest: tropical broadleaf forest biome,,,,,,6.86,-29.24,36.68,2.34,Gabon,,,Gabon:Tchimbele,08/05/2009,S427
Tedersoo et al. (2012),0.63,10.38,500,2009,5,-8.29,C3,Tetraberlinia bifoliolata,Fabaceae,forest: tropical broadleaf forest biome,,,,,,6.92,-28.69,41.12,2.8,Gabon,,,Gabon:Tchimbele,08/05/2009,S428
Teger & Dorr (1996),51.6,7.4,,1987,,,,,,,,,,,,,-30.5,,,Germany,,0.5,W14C,,
Teger & Dorr (1996),51.6,7.4,,1987,,,,,,,,,,,,,-28.4,,,Germany,,1.5,W14C,,
Teger & Dorr (1996),51.6,7.4,,1987,,,,,,,,,,,,,-28.5,,,Germany,,2.5,W14C,,
Teger & Dorr (1996),51.6,7.4,,1987,,,,,,,,,,,,,-27.5,,,Germany,,8.5,W14C,,
Teger & Dorr (1996),49.2,8.5,,1987,,,,,,,,,,,,,-27.2,,,Germany,,0.25,M4,,
Teger & Dorr (1996),49.2,8.4,,1987,,,,,,,,,,,,,-27.5,,,Germany,,0.5,M1,,
Teger & Dorr (1996),49.2,8.4,,1987,,,,,,,,,,,,,-27,,,Germany,,0.5,M2,,
Teger & Dorr (1996),49.2,8.5,,1987,,,,,,,,,,,,,-27.8,,,Germany,,0.75,M4,,
Teger & Dorr (1996),49.2,8.4,,1987,,,,,,,,,,,,,-26.7,,,Germany,,1.5,M2,,
Teger & Dorr (1996),49.2,8.5,,1987,,,,,,,,,,,,,-27.3,,,Germany,,2.25,M4,,
Teger & Dorr (1996),49.2,8.4,,1987,,,,,,,,,,,,,-27.4,,,Germany,,2.5,M1,,
Teger & Dorr (1996),49.2,8.4,,1987,,,,,,,,,,,,,-27.1,,,Germany,,2.5,M2,,
Teger & Dorr (1996),49.2,8.4,,1987,,,,,,,,,,,,,-27.1,,,Germany,,3.5,M1,,
Teger & Dorr (1996),49.2,8.4,,1987,,,,,,,,,,,,,-24.6,,,Germany,,3.5,M2,,
Teger & Dorr (1996),49.2,8.5,,1987,,,,,,,,,,,,,-26.6,,,Germany,,4,M4,,
Teger & Dorr (1996),49.2,8.4,,1987,,,,,,,,,,,,,-24.2,,,Germany,,4.5,M2,,
Teger & Dorr (1996),49.2,8.4,,1987,,,,,,,,,,,,,-26.8,,,Germany,,5,M1,,
Teger & Dorr (1996),49.2,8.5,,1987,,,,,,,,,,,,,-26.1,,,Germany,,6,M4,,
Teger & Dorr (1996),49.2,8.4,,1987,,,,,,,,,,,,,-26.6,,,Germany,,7,M1,,
Teger & Dorr (1996),49.2,8.4,,1987,,,,,,,,,,,,,-26.8,,,Germany,,11,M1,,
Telles et al. (2003),-2.91,-59.93,,,,,,,,,,,,,,,-28.7,41.62,,"Manaus, Brazil",,4.75059,SU,,Wang et al. (2018)
Telles et al. (2003),-1.7,-54.9,,,,,,,,,,,,,,,-28.4,72.15,,"Manaus, Brazil",,5.34442,SO,,Wang et al. (2018)
Telles et al. (2003),-2.94,-60.01,,,,,,,,,,,,,,,-27.5,62,4.13,"Manaus, Brazil",,7.12589,MO,,Wang et al. (2018)
Telles et al. (2003),-1.7,-54.9,,,,,,,,,,,,,,,-27.4,62.18,,"Manaus, Brazil",,9.50119,SO,,Wang et al. (2018)
Telles et al. (2003),-2.91,-59.93,,,,,,,,,,,,,,,-28.8,5.99,,Brazil,,9.50119,SU,,Wang et al. (2018)
Telles et al. (2003),-2.94,-60.01,,,,,,,,,,,,,,,-27.1,61.23,,Brazil,,11.8765,MO,,Wang et al. (2018)
Telles et al. (2003),-2.91,-59.93,,,,,,,,,,,,,,,-28.3,5.38,,Brazil,,19.0024,SU,,Wang et al. (2018)
Telles et al. (2003),-1.7,-54.9,,,,,,,,,,,,,,,-27,58.28,,"Manaus, Brazil",,19.5962,SO,,Wang et al. (2018)
Telles et al. (2003),-2.94,-60.01,,,,,,,,,,,,,,,-26.6,54.39,,Brazil,,21.3777,MO,,Wang et al. (2018)
Telles et al. (2003),-1.7,-54.9,,,,,,,,,,,,,,,-26.6,5.14,,"Manaus, Brazil",,29.0974,SO,,Wang et al. (2018)
Telles et al. (2003),-2.91,-59.93,,,,,,,,,,,,,,,-28,4.28,,Brazil,,29.0974,SU,,Wang et al. (2018)
Telles et al. (2003),-2.94,-60.01,,,,,,,,,,,,,,,-26.7,51.23,,Brazil,,30.8789,MO,,Wang et al. (2018)
Telles et al. (2003),-1.7,-54.9,,,,,,,,,,,,,,,-26.3,44.55,,"Manaus, Brazil",,39.1924,SO,,Wang et al. (2018)
Telles et al. (2003),-2.91,-59.93,,,,,,,,,,,,,,,-27.4,33.59,,Brazil,,39.1924,SU,,Wang et al. (2018)
Telles et al. (2003),-2.94,-60.01,,,,,,,,,,,,,,,-26.1,45.51,,Brazil,,40.38,MO,,Wang et al. (2018)
Telles et al. (2003),-1.7,-54.9,,,,,,,,,,,,,,,-26.3,45.27,,"Manaus, Brazil",,49.2874,SO,,Wang et al. (2018)
Telles et al. (2003),-2.91,-59.93,,,,,,,,,,,,,,,-27.1,34.57,,Brazil,,49.2874,SU,,Wang et al. (2018)
Telles et al. (2003),-2.94,-60.01,,,,,,,,,,,,,,,-26,43.69,,Brazil,,51.0689,MO,,Wang et al. (2018)
Telles et al. (2003),-1.7,-54.9,,,,,,,,,,,,,,,-26.3,38.46,,"Manaus, Brazil",,70.0713,SO,,Wang et al. (2018)
Telles et al. (2003),-2.94,-60.01,,,,,,,,,,,,,,,-26.1,35.54,,Brazil,,71.8527,MO,,Wang et al. (2018)
Telles et al. (2003),-1.7,-54.9,,,,,,,,,,,,,,,-26.7,35.95,,"Manaus, Brazil",,100.356,SO,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25.9,76.45,," Cheronzem, Russian",,2.39654,modern 2,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25.6,66.49,," Cheronzem, Russian",,8.0215,modern 2,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25.5,64.86,," Cheronzem, Russian",,14.8894,modern 2,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25.3,48.65,," Cheronzem, Russian",,26.5411,modern 2,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-24.5,34.75,," Cheronzem, Russian",,42.5837,modern 2,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-24.9,28.19,," Cheronzem, Russian",,53.1745,modern 2,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25,21.24,," Cheronzem, Russian",,65.235,modern 2,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-24.9,16.99,," Cheronzem, Russian",,78.1326,modern 2,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-24,6.56,," Cheronzem, Russian",,93.7597,modern 2,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-26,61.39,," Cheronzem, Russian",,,modern 1,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25.3,59.73,," Cheronzem, Russian",,,Archive-1900,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25.4,8.39,," Cheronzem, Russian",,,Archive-1900,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-26.2,1,," Cheronzem, Russian",,0-5,modern 1,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25.9,14.63,," Cheronzem, Russian",,0-5,Archive-1900,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25.9,54.83,," Cheronzem, Russian",,13-21,modern 1,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25.3,45.95,," Cheronzem, Russian",,20-36,Archive-1900,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25.6,46.33,," Cheronzem, Russian",,21-37,modern 1,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25.4,37.45,," Cheronzem, Russian",,36-50,Archive-1900,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25.7,36.68,," Cheronzem, Russian",,37-45,modern 1,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25,26.25,," Cheronzem, Russian",,45-53,modern 1,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25,13.9,," Cheronzem, Russian",,53-68,modern 1,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-25.4,3.89,," Cheronzem, Russian",,60-65,Archive-1900,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-24.8,16.62,," Cheronzem, Russian",,65-78,Archive-1900,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-24.8,8.88,," Cheronzem, Russian",,68-90,modern 1,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-24.2,7.34,," Cheronzem, Russian",,78-100,Archive-1900,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-28.1,3,," Cheronzem, Russian",,Litter/leaf,modern 1,,Wang et al. (2018)
Torn et al. (2002),53.98,34.92,,,,,,,,,,,,,,,-27.7,325,," Cheronzem, Russian",,Litter/leaf,modern 2,,Wang et al. (2018)
Tu et al. (2011),26.2,106.45,,,,,,,,,,,,,,,-25.7,3.7,,"Guiyang, China",,5,mixed forest,,Wang et al. (2018)
Tu et al. (2011),26.2,106.45,,,,,,,,,,,,,,,-24.7,72,,"Guiyang, China",,5,Pure Masson pine forest,,Wang et al. (2018)
Tu et al. (2011),26.2,106.45,,,,,,,,,,,,,,,-24.2,5.6,,"Guiyang, China",,10,,,Wang et al. (2018)
Tu et al. (2011),26.2,106.45,,,,,,,,,,,,,,,-22.9,46.2,,"Guiyang, China",,10,,,Wang et al. (2018)
Tu et al. (2011),26.2,106.45,,,,,,,,,,,,,,,-24.5,4.5,,"Guiyang, China",,20,,,Wang et al. (2018)
Tu et al. (2011),26.2,106.45,,,,,,,,,,,,,,,-23.2,11.9,,"Guiyang, China",,20,,,Wang et al. (2018)
Tu et al. (2011),26.2,106.45,,,,,,,,,,,,,,,-22.1,6.1,,"Guiyang, China",,40,,,Wang et al. (2018)
Tu et al. (2011),26.2,106.45,,,,,,,,,,,,,,,-22.3,6.4,,"Guiyang, China",,60,,,Wang et al. (2018)
Tu et al. (2011),26.2,106.45,,,,,,,,,,,,,,,-21.7,1.6,,"Guiyang, China",,80,,,Wang et al. (2018)
Tu et al. (2011),26.2,106.45,,,,,,,,,,,,,,,-23.1,6.9,,"Guiyang, China",,,,,Wang et al. (2018)
Tu et al. (2011),26.2,106.45,,,,,,,,,,,,,,,-22.8,6.3,,"Guiyang, China",,,,,Wang et al. (2018)
Tu et al. (2011),26.2,106.45,,,,,,,,,,,,,,,-22.7,5.9,,"Guiyang, China",,,,,Wang et al. (2018)
Tu et al. (2011),26.2,106.45,,,,,,,,,,,,,,,-22.3,5.2,,"Guiyang, China",,,,,Wang et al. (2018)
Tu et al. (2011),26.2,106.45,,,,,,,,,,,,,,,-22.2,7.2,,"Guiyang, China",,,,,Wang et al. (2018)
Wang et al. (2017),50.05,119.28,,,,,,,,,,,,,,,-24.5,2.16,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),49.78,118.53,,,,,,,,,,,,,,,-26,6.21,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),49.48,119.68,,,,,,,,,,,,,,,-26.4,9.3,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),49.34,117.09,,,,,,,,,,,,,,,-23.7,5.82,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),49.19,120.36,,,,,,,,,,,,,,,-25.6,8.25,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),48.86,116.89,,,,,,,,,,,,,,,-23.8,5.55,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),48.09,118.46,,,,,,,,,,,,,,,-22.6,12.62,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),47.66,119.3,,,,,,,,,,,,,,,-24.7,1.61,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),45.43,119.72,,,,,,,,,,,,,,,-24.9,7.38,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),44.99,118.75,,,,,,,,,,,,,,,-24.3,9.66,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),44.67,117.9,,,,,,,,,,,,,,,-24.4,1.76,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),44.47,117.18,,,,,,,,,,,,,,,-23.1,9.13,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),43.98,114.83,,,,,,,,,,,,,,,-22.6,4.43,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),43.93,115.7,,,,,,,,,,,,,,,-22.2,9,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),43.38,111.96,,,,,,,,,,,,,,,-20.9,3.63,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),43.15,111.36,,,,,,,,,,,,,,,-21,2.68,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),42.93,110.82,,,,,,,,,,,,,,,-22.6,2.83,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),42.62,110.29,,,,,,,,,,,,,,,-21.2,1.86,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),42.42,109.81,,,,,,,,,,,,,,,-21.9,5.36,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),42.16,109.17,,,,,,,,,,,,,,,-20.2,2.29,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),41.91,108.71,,,,,,,,,,,,,,,-23.1,5.31,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),41.87,108.05,,,,,,,,,,,,,,,-21.2,1.85,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),41.83,107.61,,,,,,,,,,,,,,,-23.3,3.58,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),41.8,107.47,,,,,,,,,,,,,,,-20.7,1.44,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),41.45,107,,,,,,,,,,,,,,,-20.7,2.2,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),40.79,104.88,,,,,,,,,,,,,,,-22.6,0.28,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),40.69,106.04,,,,,,,,,,,,,,,-20.3,1.19,,"Inner Mongolia, China",,,,,Wang et al. (2018)
Wang et al. (2017),50.05,119.28,,,,,,,,,,,,,,,-25.9,21.74,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),49.78,118.53,,,,,,,,,,,,,,,-25.8,13.36,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),49.48,119.68,,,,,,,,,,,,,,,-26.6,43.61,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),49.34,117.09,,,,,,,,,,,,,,,-25.8,12.56,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),49.19,120.36,,,,,,,,,,,,,,,-27.1,29.15,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),48.86,116.89,,,,,,,,,,,,,,,-25.1,8.29,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),48.09,118.46,,,,,,,,,,,,,,,-25,16.52,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),47.66,119.3,,,,,,,,,,,,,,,-27.1,36.43,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),45.43,119.72,,,,,,,,,,,,,,,-26,23.67,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),44.99,118.75,,,,,,,,,,,,,,,-25.7,15.86,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),44.67,117.9,,,,,,,,,,,,,,,-26.4,23.99,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),44.47,117.18,,,,,,,,,,,,,,,-24.3,15.37,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),43.98,114.83,,,,,,,,,,,,,,,-24.8,7,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),43.93,115.7,,,,,,,,,,,,,,,-23.9,9.97,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),43.38,111.96,,,,,,,,,,,,,,,-23.5,4.12,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),43.15,111.36,,,,,,,,,,,,,,,-23.3,4.29,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),42.93,110.82,,,,,,,,,,,,,,,-24.1,2.15,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),42.62,110.29,,,,,,,,,,,,,,,-23.4,2.63,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),42.42,109.81,,,,,,,,,,,,,,,-24.1,2.98,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),42.16,109.17,,,,,,,,,,,,,,,-24.5,3.4,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),41.91,108.71,,,,,,,,,,,,,,,-25.3,5.69,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),41.87,108.05,,,,,,,,,,,,,,,-23.5,2.45,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),41.83,107.61,,,,,,,,,,,,,,,-25.3,3.33,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),41.8,107.47,,,,,,,,,,,,,,,-24.4,2.28,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),41.45,107,,,,,,,,,,,,,,,-25,2.63,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),40.79,104.88,,,,,,,,,,,,,,,-26.1,0.69,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),40.69,106.04,,,,,,,,,,,,,,,-25,1.27,,"Inner Mongolia, China",,0-10,,,Wang et al. (2018)
Wang et al. (2017),50.05,119.28,,,,,,,,,,,,,,,-25,8.93,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),49.78,118.53,,,,,,,,,,,,,,,-24.3,4.5,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),49.48,119.68,,,,,,,,,,,,,,,-26.6,8.8,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),49.34,117.09,,,,,,,,,,,,,,,-24.6,5.24,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),49.19,120.36,,,,,,,,,,,,,,,-25.6,8.59,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),48.86,116.89,,,,,,,,,,,,,,,-23.8,7.83,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),48.09,118.46,,,,,,,,,,,,,,,-22.8,6.97,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),47.66,119.3,,,,,,,,,,,,,,,-24.9,14.78,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),45.43,119.72,,,,,,,,,,,,,,,-25,9.98,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),44.99,118.75,,,,,,,,,,,,,,,-24.1,6.84,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),44.67,117.9,,,,,,,,,,,,,,,-24.4,14.85,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),44.47,117.18,,,,,,,,,,,,,,,-23.6,7.25,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),43.98,114.83,,,,,,,,,,,,,,,-23,4.68,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),43.93,115.7,,,,,,,,,,,,,,,-22.7,5.92,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),43.38,111.96,,,,,,,,,,,,,,,-21.4,2.62,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),43.15,111.36,,,,,,,,,,,,,,,-20.6,2.74,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),42.93,110.82,,,,,,,,,,,,,,,-21.6,2.4,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),42.62,110.29,,,,,,,,,,,,,,,-20.3,2.26,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),42.42,109.81,,,,,,,,,,,,,,,-21.7,4.58,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),42.16,109.17,,,,,,,,,,,,,,,-20.8,3.52,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),41.91,108.71,,,,,,,,,,,,,,,-23,4.84,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),41.87,108.05,,,,,,,,,,,,,,,-21.7,1.92,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),41.83,107.61,,,,,,,,,,,,,,,-22.2,4.56,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),41.8,107.47,,,,,,,,,,,,,,,-21,2.11,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),41.45,107,,,,,,,,,,,,,,,-21.4,1.6,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),40.79,104.88,,,,,,,,,,,,,,,-21.7,0.43,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),40.69,106.04,,,,,,,,,,,,,,,-22.3,2,,"Inner Mongolia, China",,20-40,,,Wang et al. (2018)
Wang et al. (2017),50.05,119.28,,,,,,,,,,,,,,,-24.8,6.6,,"Inner Mongolia, China",,40-60,,,Wang et al. (2018)
Wang et al. (2017),49.78,118.53,,,,,,,,,,,,,,,-25.3,12.61,,"Inner Mongolia, China",,40-60,,,Wang et al. (2018)
Wang et al. (2017),49.48,119.68,,,,,,,,,,,,,,,-26.1,7.6,,"Inner Mongolia, China",,40-60,,,Wang et al. (2018)
Wang et al. (2017),49.34,117.09,,,,,,,,,,,,,,,-24.2,4.88,,"Inner Mongolia, China",,40-60,,,Wang et al. (2018)
Wang et al. (2017),49.19,120.36,,,,,,,,,,,,,,,-25.8,7.4,,"Inner Mongolia, China",,40-60,,,Wang et al. (2018)
Wang et al. (2017),48.86,116.89,,,,,,,,,,,,,,,-21.8,6.1,,"Inner Mongolia, China",,40-60,,,Wang et al. (2018)
Wang et al. (2017),48.09,118.46,,,,,,,,,,,,,,,-23.9,5.12,,"Inner Mongolia, China",,40-60,,,Wang et al. (2018)
Wang et al. (2017),47.66,119.3,,,,,,,,,,,,,,,-24.7,14.62,,"Inner Mongolia, China",,40-60,,,Wang et al. (2018)
Wang et al. (2017),45.43,119.72,,,,,,,,,,,,,,,-24.1,7.79,,"Inner Mongolia, China",,40-60,,,Wang et al. (2018)
Wang et al. (2017),44.99,118.75,,,,,,,,,,,,,,,-25,2.95,,"Inner Mongolia, China",,40-60,,,Wang et al. (2018)
Wang et al. (2017),44.67,117.9,,,,,,,,,,,,,,,-24.5,5.73,,"Inner Mongolia, China",,40-60,,,Wang et al. (2018)
